session_id,repo_id,agent,turn_count,prompt_count
040f2789-b468-47bc-987c-0ff12448f17f,marcus-sa/brain,Claude Code,6.0,4
6e176e1f-92e0-4c3f-a41e-4c5ebaebed81,osabiohq/osabio,Claude Code,2.0,1
f5a309c9-5aea-421c-85e8-1111b93edb51,marcus-sa/brain,Claude Code,3.0,2
894b454e-45bc-45f3-9e33-0d2e2a5a99b6,osabiohq/osabio,Claude Code,42.0,23
6f511a82-d70c-4d52-96b0-84b752b2d45c,osabiohq/osabio,Claude Code,8.0,7
cb7403c3-7bdd-4501-b3e6-2feee0f86269,osabiohq/osabio,Claude Code,42.0,33
a8c785f4-8a80-4f98-ac27-edb72bf9b735,marcus-sa/brain,Claude Code,12.0,9
a0603a08-e313-4099-a16c-bcb2641f9e0a,osabiohq/osabio,Claude Code,17.0,11
392e3614-0dd1-4129-9d3b-a590e4fceb13,osabiohq/osabio,Claude Code,24.0,14
8fea48ee-5ea1-4a47-9138-d92c571bd7cc,marcus-sa/brain,Claude Code,51.0,35
4057cc93-4587-4339-806a-d6f38f6d55b7,marcus-sa/brain,Claude Code,3.0,2
4dfb0c63-3f4b-4512-a1ee-d2caa6a65ab9,osabiohq/osabio,Claude Code,4.0,4
584c0a94-6b71-4045-8d78-026a48c9eefe,osabiohq/osabio,Claude Code,16.0,11
64520d42-23c7-4e47-a226-842398ef76be,marcus-sa/brain,Claude Code,9.0,7
cae56c9f-0d47-4498-a695-472263fe48f6,osabiohq/osabio,Claude Code,5.0,4
e9a7e3f1-8eff-4985-bedd-5463ba7102db,marcus-sa/brain,Claude Code,6.0,5
e95cc574-9cbd-4e44-a4ac-9a209b76959a,osabiohq/osabio,Claude Code,3.0,2
0dbd0659-1fbb-4442-aee3-2288036652c9,marcus-sa/brain,Claude Code,16.0,10
3cafe97b-ff30-4ee5-8cc2-33d1c29dc691,marcus-sa/brain,Claude Code,6.0,4
7bc94d60-66c4-41e0-8458-db44cf1eefaa,osabiohq/osabio,Claude Code,24.0,15
7e65c023-b334-4c39-b513-b676a13f3f04,marcus-sa/brain,Claude Code,30.0,17
ec2e6ace-a84c-4748-a843-1b11fbef3e46,osabiohq/osabio,Claude Code,20.0,13
f345783b-feb8-4a58-a6d7-e7e38e3ff44c,osabiohq/osabio,Claude Code,17.0,11
0228a263-b238-41fd-932d-db98a466205b,osabiohq/osabio,Claude Code,49.0,31
e2056071-2ed5-4506-b3a5-215cb7e6e093,marcus-sa/brain,Claude Code,9.0,7
f50b5845-c8cb-4c39-bbf6-51c416b6bd9e,marcus-sa/brain,Claude Code,8.0,6
7721af50-4ac7-4e68-819f-7338a301c4f1,marcus-sa/brain,Claude Code,6.0,4
7baffe16-98cb-4c97-9a8a-20d15d21ef00,osabiohq/osabio,Claude Code,13.0,8
d4174417-b4b0-4634-bb1a-37c3d704bd2f,marcus-sa/brain,Claude Code,30.0,21
038c5579-e3e2-448d-a97e-ad16531bd79d,osabiohq/osabio,Claude Code,35.0,19
5a46f1ff-d0f8-4371-ab93-be7f5c1dc5a7,osabiohq/osabio,Claude Code,15.0,9
ee9664cc-2057-4587-810a-146a55ed0152,osabiohq/osabio,Claude Code,14.0,7
8cec41e8-fc3d-4cd6-9b76-77ce314587b6,marcus-sa/brain,Claude Code,2.0,1
56d3bc05-3074-4a42-8008-0e195cec2274,marcus-sa/brain,Claude Code,6.0,4
6e616395-55b3-4713-9c06-31e3ee67cda2,marcus-sa/brain,Claude Code,11.0,8
f0d36e77-2466-4374-8a25-70b6d8d451ce,osabiohq/osabio,Claude Code,6.0,3
c7c6e6a8-61bd-4f0a-a985-3502f924961c,marcus-sa/brain,Claude Code,39.0,20
112b93cf-b12d-4c3c-b600-2b9b19b7709a,osabiohq/osabio,Claude Code,2.0,2
cdd2b8e7-2fc6-445f-985d-47497e74f3f5,marcus-sa/brain,Claude Code,5.0,3
1727f204-a714-46ab-8a05-9363a5a269c2,osabiohq/osabio,Claude Code,19.0,11
78d78cf0-b4c2-4e44-acfd-799a05efb6f8,osabiohq/osabio,Claude Code,5.0,3
155d9001-e59e-44c0-a32b-c4a269ac5423,marcus-sa/brain,Claude Code,2.0,1
5e14a341-2771-4820-9e8a-2dc21a8a6414,osabiohq/osabio,Claude Code,22.0,13
e8af5739-f4da-4598-986f-44b85c8526ed,marcus-sa/brain,Claude Code,18.0,10
b444f7da-27c7-4770-a6a0-9f65abb706d8,marcus-sa/brain,Claude Code,11.0,6
28c38b9d-0db6-4066-bdcc-ee904bf5ac41,marcus-sa/brain,Claude Code,2.0,1
4d4ff12e-ad32-4d6b-ae11-5050541579cc,osabiohq/osabio,Claude Code,10.0,6
243429a1-0922-4509-9545-6459e61d0f28,marcus-sa/brain,Claude Code,9.0,5
7a148e88-f8a9-4001-9f54-7913a614dfdf,marcus-sa/brain,Claude Code,11.0,6
4f31993c-3062-4d81-823b-702606220458,osabiohq/osabio,Claude Code,5.0,3
734c624f-d45a-48ba-968f-1f27ec9e6b4f,marcus-sa/brain,Claude Code,5.0,3
5be40eca-0219-4693-a0a9-3fc5e1d008a9,osabiohq/osabio,Claude Code,7.0,4
07adb97e-61b7-4161-8bf6-cb6093727b98,marcus-sa/brain,Claude Code,11.0,7
38c482df-7be4-48fc-8f0c-2c9cd9992e54,osabiohq/osabio,Claude Code,13.0,6
a22152af-d4a0-48c5-b88f-45e0480f715a,marcus-sa/brain,Claude Code,16.0,8
37b352a9-aec6-41bc-aa8e-ae1dd20d3e65,osabiohq/osabio,Claude Code,10.0,5
a6e62420-14d8-436f-a621-7030c104e00c,marcus-sa/brain,Claude Code,14.0,8
167f6d49-4c88-4f84-9c2e-f3069c4640d7,marcus-sa/brain,Claude Code,2.0,1
5d3eb319-80f2-4283-bfa3-ffdd9f2feae6,osabiohq/osabio,Claude Code,33.0,17
d9a25ce2-ae89-4e92-9703-48ed43c014ca,osabiohq/osabio,Claude Code,4.0,2
f4d8f62c-bc66-4490-a5f6-88d2f3500073,osabiohq/osabio,Claude Code,11.0,9
7009e91c-810f-4210-b821-d1ad04a37220,marcus-sa/brain,Claude Code,1.0,1
94203a9b-790b-40eb-beb0-51c1be044715,marcus-sa/brain,Claude Code,25.0,15
531ab8b2-c286-46e0-ab2a-1cfc8c8c2f13,osabiohq/osabio,Claude Code,6.0,3
76c2612b-1e62-4d63-b3f4-d9146e1aadf6,osabiohq/osabio,Claude Code,1.0,1
d33bc6a9-009b-480b-a00a-9a8e2a7b0235,osabiohq/osabio,Claude Code,13.0,6
de47abd3-aac7-4fab-8308-2117cc4c4821,marcus-sa/brain,Claude Code,7.0,3
e76f9f52-e530-4e3a-9590-e1a4825fd363,marcus-sa/brain,Claude Code,12.0,6
45ffdc52-6dee-49c2-a8aa-ea3e32b518cc,marcus-sa/brain,Claude Code,34.0,17
ed01f0be-e922-42ae-99d3-24cdc9e605ed,marcus-sa/brain,Claude Code,15.0,8
25a509b7-17ce-4f7b-bb3e-793f1d3ada35,osabiohq/osabio,Claude Code,5.0,3
8e7bfe53-ba5f-4cf6-b395-94fda014bcd1,marcus-sa/brain,Claude Code,7.0,4
1e3ed3a4-e411-443f-b752-e0477035f728,osabiohq/osabio,Claude Code,6.0,3
2f1d6cc3-653d-4096-80f5-c06cb311b1c9,osabiohq/osabio,Claude Code,35.0,20
b7c26e69-b857-43e2-8a5f-71a2cdef73c2,osabiohq/osabio,Claude Code,23.0,13
f8e99bf0-3a31-4ae0-8f68-c0dcef23b70d,marcus-sa/brain,Claude Code,4.0,2
8d8ed1fb-3c17-4400-82fa-41d711d4e0b7,osabiohq/osabio,Claude Code,4.0,3
cd939cf8-6460-45ba-b129-3b6ef148924f,marcus-sa/brain,Claude Code,15.0,8
9a3e3528-2bae-44a9-ba1d-45ac4c351d00,osabiohq/osabio,Claude Code,31.0,16
2ef02d7d-0d23-40fc-a6dd-4391e7130d74,osabiohq/osabio,Claude Code,11.0,6
6bb294c1-136c-474b-a2e6-37121a07cd9a,marcus-sa/brain,Claude Code,18.0,9
72a99f25-3091-4491-8915-c7c9b5c938f3,marcus-sa/brain,Claude Code,4.0,2
737e52b2-40f3-465c-8d8e-c783fdf25b2d,marcus-sa/brain,Claude Code,3.0,2
c180663b-24c4-4c3f-b492-7f331309f351,marcus-sa/brain,Claude Code,5.0,3
7bb03f20-778f-4785-a15e-8acde5cd3ec0,marcus-sa/brain,Claude Code,10.0,6
d1dbfbf0-dc21-48e1-af84-0d6d05e09541,osabiohq/osabio,Claude Code,5.0,3
9d54790a-cd04-4f87-a025-43507fc3fef3,marcus-sa/brain,Claude Code,5.0,3
5c771fb8-032b-4c18-97af-1570b4e831d7,marcus-sa/brain,Claude Code,3.0,2
8f5d829d-a141-40d8-a309-baddbfdc0675,marcus-sa/brain,Claude Code,2.0,2
a3f55bb4-088d-4748-ba1b-d9c55980191b,osabiohq/osabio,Claude Code,8.0,5
c4838736-aee8-4804-a869-7a77068c2321,marcus-sa/brain,Claude Code,6.0,4
3fdef342-a3a2-443e-a296-91b5bddb65bb,osabiohq/osabio,Claude Code,20.0,13
df5c5c1c-62bd-472d-ba7d-1faed8e59933,marcus-sa/brain,Claude Code,2.0,1
53e2f83a-c084-47b8-a1a6-786d5908c3dc,marcus-sa/brain,Claude Code,4.0,2
c4b2296f-9544-41c4-9cb9-2d32138da146,marcus-sa/brain,Claude Code,8.0,4
9e46c8b7-37b7-4c7e-aad5-02337c35b2fa,osabiohq/osabio,Claude Code,9.0,5
66b8cebd-44d3-4073-a3c5-55fcdf6f3875,marcus-sa/brain,Claude Code,7.0,4
0e707a23-6a6c-4050-ac4f-3652082ea53c,osabiohq/osabio,Claude Code,1.0,1
89559113-e6a2-41b6-8158-3cd1b30721b2,marcus-sa/brain,Claude Code,5.0,3
942d358e-9b77-4495-8f2b-d197de361873,osabiohq/osabio,Claude Code,2.0,1
96f56e19-52b4-4358-8230-777afbcb8583,osabiohq/osabio,Claude Code,15.0,13
a87c3ed3-d59f-40b9-95f2-33ecf670b92c,osabiohq/osabio,Claude Code,4.0,2
35bc72d5-e1af-4b1d-87f6-7df1000b59f3,marcus-sa/brain,Claude Code,15.0,9
0392c0eb-151c-4df7-afa8-d88c6cc72ab0,marcus-sa/brain,Claude Code,23.0,13
0c6ad649-e712-4ef2-818d-4773d6729041,marcus-sa/brain,Claude Code,2.0,2
a19bae90-afdc-413b-aae0-a457e503d3b0,osabiohq/osabio,Claude Code,5.0,3
243ed31d-52ed-4ec6-9801-90ea1ea21215,osabiohq/osabio,Claude Code,22.0,14
ef72fca5-3c40-4b27-8c4f-bde088970e07,osabiohq/osabio,Claude Code,14.0,7
c3637448-e813-4f3e-b24f-74c42376cca3,osabiohq/osabio,Claude Code,11.0,6
18bd5c42-9991-4ab1-8cca-66cac9329198,osabiohq/osabio,Claude Code,8.0,5
613dd8a4-a238-4837-8c7b-d00b176305f0,marcus-sa/brain,Claude Code,2.0,2
7571e54d-a912-46c1-90fe-19b95e22a5d9,osabiohq/osabio,Claude Code,3.0,3
e53cf474-7277-418e-a987-0e2c94af4105,osabiohq/osabio,Claude Code,1.0,1
60717a8e-36fc-4260-b15f-0eead71f58f7,osabiohq/osabio,Claude Code,23.0,12
7aaa245f-ae28-4cb0-9bc2-0f560648366d,marcus-sa/brain,Claude Code,2.0,1
1f30ef84-ecd9-4d10-9305-741a75c0a1b1,marcus-sa/brain,Claude Code,21.0,13
a37b45cf-b21a-413d-83c2-49c7aa1c10df,marcus-sa/brain,Claude Code,2.0,2
fdd20aff-905b-4eac-83b0-97c05c3b4bcc,marcus-sa/brain,Claude Code,11.0,7
3c0cc7f9-23c0-422f-9594-6291405128d0,osabiohq/osabio,Claude Code,3.0,2
70156086-1ca7-42ca-9534-8ba6cdd42b2c,osabiohq/osabio,Claude Code,2.0,1
911e2772-12de-4912-9152-0c56c010feb9,marcus-sa/brain,Claude Code,2.0,1
a480c5cb-7af6-4167-94c8-4dfb8bbae0e7,marcus-sa/brain,Claude Code,7.0,4
c3d2c507-de0c-4700-98b3-a6ea78ba5e2c,osabiohq/osabio,Claude Code,4.0,2
8f6fce52-aa73-489f-b964-ed5faa8ff3a1,osabiohq/osabio,Claude Code,5.0,3
37cd2d21-bed6-4e72-a623-a3f4cf8b29ab,marcus-sa/brain,Claude Code,8.0,4
c180bd28-718a-4149-b3cb-534990ecc8c0,marcus-sa/brain,Claude Code,4.0,3
f7420114-3f04-4bf4-a2dc-fb0684e72be5,marcus-sa/brain,Claude Code,18.0,9
39430cc3-9650-4856-bb2d-ff02833dbdfe,osabiohq/osabio,Claude Code,3.0,2
a33c7d91-4141-4964-ba99-2a5d6c6567a0,marcus-sa/brain,Claude Code,2.0,1
a7d8dc5f-c418-46d4-a30e-0e38fe7f7ea0,marcus-sa/brain,Claude Code,11.0,7
292d8a59-bae6-49d7-bd84-2d370622fe9e,osabiohq/osabio,Claude Code,4.0,2
4d013e82-6bb6-4c3e-b27c-95f35b517883,marcus-sa/brain,Claude Code,4.0,2
3960b252-7cdf-4724-b63a-bb37aaf35007,marcus-sa/brain,Claude Code,3.0,2
07d3153c-0b33-45d6-aa75-ef3ac6045c86,marcus-sa/brain,Claude Code,1.0,1
70dd74bc-eb4c-43d5-9be2-3f4f9cc148d4,marcus-sa/brain,Claude Code,1.0,1
bd505349-7240-43cc-9ef5-e2d190c13acf,osabiohq/osabio,Claude Code,6.0,4
f8ab9b4c-c93f-4dac-b340-9c7b7c7b04c7,osabiohq/osabio,Claude Code,14.0,8
f5840975-2858-4c55-b029-fb5a6d109a8d,osabiohq/osabio,Claude Code,7.0,4
562d472d-8053-4fcb-b881-65223cbeeea9,osabiohq/osabio,Claude Code,11.0,8
a7f0c9d2-845c-4ba7-8742-7320dd804b8d,marcus-sa/brain,Claude Code,8.0,4
1edd90b0-2d8c-4727-b842-43d39b691d9c,osabiohq/osabio,Claude Code,45.0,23
8bfab1bd-6ee7-4dc7-b9ce-80003dd6e9c1,marcus-sa/brain,Claude Code,23.0,10
d1e2269c-1f68-4792-acde-6f551aa0c292,marcus-sa/brain,Claude Code,1.0,1
6204e50b-b3e3-4875-acda-65f8b1fbd891,osabiohq/osabio,Claude Code,4.0,2
fe045379-be19-4e43-8dbe-9de4e77feb32,marcus-sa/brain,Claude Code,19.0,12
b9498363-e182-404e-b6d5-d5cf12c3549b,marcus-sa/brain,Claude Code,5.0,3
558b7e8d-8cd9-4a70-8615-d621ea3c3730,osabiohq/osabio,Claude Code,2.0,1
ed3df8ec-7d75-4b86-86f5-4ec8d01c8102,marcus-sa/brain,Claude Code,23.0,11
f35e98e1-a565-4339-962e-874e82bf4d29,osabiohq/osabio,Claude Code,2.0,1
2b42bc37-9e94-424f-b5ef-9dde3d28f5c3,marcus-sa/brain,Claude Code,28.0,11
fac57865-6613-499e-9dca-d785e21e88e0,osabiohq/osabio,Claude Code,18.0,8
131a624f-d633-4365-851f-51a2e52053c0,osabiohq/osabio,Claude Code,2.0,1
9128e95f-1855-4e5c-a9b6-1e592650ad44,osabiohq/osabio,Claude Code,2.0,1
0722d543-27cb-42cb-baa7-b8e3e27ed4cb,marcus-sa/brain,Claude Code,30.0,19
d40e6e39-59a0-4588-9e0e-2682172a3c37,marcus-sa/brain,Claude Code,9.0,5
7e063eca-3a47-4334-8677-df7cc28070a4,osabiohq/osabio,Claude Code,4.0,2
98a6a01b-b747-432b-a1cb-dab9e370977f,marcus-sa/brain,Claude Code,8.0,4
16ddf457-fcb3-4b15-95f9-10d2adfb29e7,marcus-sa/brain,Claude Code,23.0,10
3803eb00-9001-4bda-9fc9-ed116b068553,marcus-sa/brain,Claude Code,2.0,2
b6b7ec43-0a6b-4ffb-a99f-12bbb618ad68,marcus-sa/brain,Claude Code,3.0,3
25661132-6da4-4751-ab4e-bdfc63e18228,osabiohq/osabio,Claude Code,1.0,1
63232e5a-2331-447c-b9f2-1aa8c13e83e2,marcus-sa/brain,Claude Code,13.0,6
f737ca38-4b1e-4134-ba29-50921e4dab85,marcus-sa/brain,Claude Code,4.0,2
2c251b08-c66e-4fdc-834b-11e67d1526b1,marcus-sa/brain,Claude Code,26.0,16
9da94212-222a-43e2-ba07-50d19a9adae3,marcus-sa/brain,Claude Code,17.0,8
